municipio,nombre,grupo
Vega San Mateo,"Rincón De La Peña, El",Bar-Cafeteria
Mogan,Revolution Cocktail,Bar-Cafeteria
Las Palmas De Gran Canaria,Mirador Del Atlante,Bar-Cafeteria
San Bartolome De Tirajana,Mainhatten,Bar-Cafeteria
Aguimes,Terraza Kayuco,Bar-Cafeteria
Arucas,La Arabesca,Bar-Cafeteria
Las Palmas De Gran Canaria,Cafe Kiosko Las Ranas,Bar-Cafeteria
Santa Lucia De Tirajana,Golden Donner Kebab,Bar-Cafeteria
Telde,"Mañanitas, Las",Bar-Cafeteria
La Aldea De San Nicolas,Pizzería El Tasaltero,Bar-Cafeteria
Las Palmas De Gran Canaria,Más Que Perritos,Bar-Cafeteria
Santa Lucia De Tirajana,La Parada,Bar-Cafeteria
Las Palmas De Gran Canaria,Tasca 7 Viejas,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca'Benitez Ii,Bar-Cafeteria
Mogan,Piscina Miriam,Bar-Cafeteria
Telde,Pasteleria La Real De Telde,Bar-Cafeteria
Las Palmas De Gran Canaria,Abbasid Döner Kebab,Bar-Cafeteria
Mogan,Piazza Caffe,Bar-Cafeteria
Las Palmas De Gran Canaria,"Tirandillo, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Bon Appetit,Bar-Cafeteria
San Bartolome De Tirajana,Sala Cactus,Bar-Cafeteria
Las Palmas De Gran Canaria,Rico Sazon,Bar-Cafeteria
San Bartolome De Tirajana,Piscina Parque Cristobal Gran Canaria,Bar-Cafeteria
San Bartolome De Tirajana,Salon Parque Cristobal Gran Canaria,Bar-Cafeteria
Santa Lucia De Tirajana,Rosiana,Bar-Cafeteria
Santa Lucia De Tirajana,Cafe Regina Vecindario,Bar-Cafeteria
Las Palmas De Gran Canaria,"Hija Del Capitán, La",Bar-Cafeteria
Mogan,"Mattina Pizza-Cafe, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis La Feria,Bar-Cafeteria
Las Palmas De Gran Canaria,"Chocolateria De La Abuela, La",Bar-Cafeteria
Ingenio,Cienfuegos,Bar-Cafeteria
Las Palmas De Gran Canaria,Camaleon,Bar-Cafeteria
Las Palmas De Gran Canaria,"Di Nardi, Panadería, Pastelería Y Cafetería",Bar-Cafeteria
Arucas,La Jaima,Bar-Cafeteria
Agaete,La Magia Del Muelle,Bar-Cafeteria
San Bartolome De Tirajana,Casa Pedro,Bar-Cafeteria
Las Palmas De Gran Canaria,87 Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Plantaciones De Origen,Bar-Cafeteria
Galdar,Pizzeria La Europea,Bar-Cafeteria
San Bartolome De Tirajana,Cafeteria Athenea,Bar-Cafeteria
San Bartolome De Tirajana,Tom'S,Bar-Cafeteria
Las Palmas De Gran Canaria,Tasca Galileo,Bar-Cafeteria
Las Palmas De Gran Canaria,La Pequeña Coffeeteria,Bar-Cafeteria
Mogan,"Arranque, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Break&Amp;Co,Bar-Cafeteria
Las Palmas De Gran Canaria,Cerveceria Las Buenas Pulgas,Bar-Cafeteria
Las Palmas De Gran Canaria,Sailors,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburguesería Santa Clara,Bar-Cafeteria
Las Palmas De Gran Canaria,218 Sushi Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,"Isleta De Oro, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Mojo Club,Bar-Cafeteria
Las Palmas De Gran Canaria,La Sabrosona,Bar-Cafeteria
Galdar,Sociedad Cazadores,Bar-Cafeteria
Arucas,Pasteleria La Piramide.Boutique Del Pan,Bar-Cafeteria
San Bartolome De Tirajana,Cafe Venezia,Bar-Cafeteria
San Bartolome De Tirajana,Dunes & Tunes,Bar-Cafeteria
Mogan,Havana Bar,Bar-Cafeteria
San Bartolome De Tirajana,Melodies Bar,Bar-Cafeteria
San Bartolome De Tirajana,Coconut Snackbar,Bar-Cafeteria
San Bartolome De Tirajana,Ca' Fernando,Bar-Cafeteria
Ingenio,A Tu Gusto,Bar-Cafeteria
Santa Lucia De Tirajana,Lagarto'S,Bar-Cafeteria
Telde,Agora,Bar-Cafeteria
Aguimes,Vaquería La Salina,Bar-Cafeteria
Santa Lucia De Tirajana,Buenos Aires Express Pizza Cafe,Bar-Cafeteria
San Bartolome De Tirajana,Enzo,Bar-Cafeteria
Las Palmas De Gran Canaria,"Azotea, La",Bar-Cafeteria
Telde,Smiley Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Estacion Puerto De La Luz,Bar-Cafeteria
San Bartolome De Tirajana,"Panera De Tunte, La",Bar-Cafeteria
Santa Lucia De Tirajana,Cafe La Tertulia,Bar-Cafeteria
San Bartolome De Tirajana,Mar Azul,Bar-Cafeteria
San Bartolome De Tirajana,Zumoarosa,Bar-Cafeteria
Las Palmas De Gran Canaria,Subida A San Lorenzo,Bar-Cafeteria
Las Palmas De Gran Canaria,Tasca Lord Nilson,Bar-Cafeteria
Las Palmas De Gran Canaria,Parque De Las Edades,Bar-Cafeteria
Las Palmas De Gran Canaria,Rayo Gold,Bar-Cafeteria
Las Palmas De Gran Canaria,"Cafetin De Cesar, El",Bar-Cafeteria
Las Palmas De Gran Canaria,"Suerte, La",Bar-Cafeteria
San Bartolome De Tirajana,Sweet Moments,Bar-Cafeteria
San Bartolome De Tirajana,Flash Back,Bar-Cafeteria
Santa Lucia De Tirajana,London Doner Kebab,Bar-Cafeteria
Las Palmas De Gran Canaria,"Taberna Del Monje, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Sabor Catracho,Bar-Cafeteria
Mogan,Subway,Bar-Cafeteria
Mogan,Cafe Mambos,Bar-Cafeteria
Las Palmas De Gran Canaria,Rockabilly Burger Bar,Bar-Cafeteria
Mogan,Beach-Point,Bar-Cafeteria
Las Palmas De Gran Canaria,Siete Razones,Bar-Cafeteria
Las Palmas De Gran Canaria,Poke-Poke,Bar-Cafeteria
Santa Lucia De Tirajana,Teteria Los Cinco Sentidos,Bar-Cafeteria
Santa Lucia De Tirajana,"Tilos De Moya, Los",Bar-Cafeteria
Mogan,Bar Piscolabis Fany,Bar-Cafeteria
Telde,Karlos,Bar-Cafeteria
Las Palmas De Gran Canaria,Cafe Hermanos Del Rosario,Bar-Cafeteria
Las Palmas De Gran Canaria,Azul Y Amarillo Café,Bar-Cafeteria
San Bartolome De Tirajana,Casanova,Bar-Cafeteria
Telde,Soho Cofee,Bar-Cafeteria
Aguimes,"Rinconcito De La Zafra, El",Bar-Cafeteria
San Bartolome De Tirajana,Lo Stuzzichino,Bar-Cafeteria
Las Palmas De Gran Canaria,Acamar,Bar-Cafeteria
San Bartolome De Tirajana,Sunset Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburgueseria La Piscina,Bar-Cafeteria
San Bartolome De Tirajana,Peppermint,Bar-Cafeteria
Las Palmas De Gran Canaria,Taberna El Envero,Bar-Cafeteria
Firgas,Piscolabis Pizzeria La Pintadera,Bar-Cafeteria
Mogan,Chill Bar,Bar-Cafeteria
Santa Lucia De Tirajana,El Cachito,Bar-Cafeteria
San Bartolome De Tirajana,Linekers  Bar,Bar-Cafeteria
Mogan,Auntie'S Kitchen,Bar-Cafeteria
Santa Lucia De Tirajana,Ca' Rafa,Bar-Cafeteria
Mogan,Anfi Information Cafe,Bar-Cafeteria
Mogan,Paradise Tattoo,Bar-Cafeteria
Mogan,"Cafe, El",Bar-Cafeteria
Mogan,Fryer Tuck'S,Bar-Cafeteria
Las Palmas De Gran Canaria,Churreria La Palma,Bar-Cafeteria
San Bartolome De Tirajana,The Painter,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Churrería Hermanos Afonso,Bar-Cafeteria
Santa Lucia De Tirajana,Tasca Cerveceria Mi He Wi,Bar-Cafeteria
Las Palmas De Gran Canaria,"Bahia, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Ca'Manolo,Bar-Cafeteria
Telde,Dora Dora In Coffee We Trust,Bar-Cafeteria
Telde,Mamá Fefa,Bar-Cafeteria
Santa Lucia De Tirajana,All Stars Hot Dogs,Bar-Cafeteria
San Bartolome De Tirajana,Bambu,Bar-Cafeteria
Aguimes,"Esquinita Del Ejido, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Porto Pi,Bar-Cafeteria
Telde,Pit'S Cafe,Bar-Cafeteria
Santa Lucia De Tirajana,Rincon Del Pozo,Bar-Cafeteria
Las Palmas De Gran Canaria,Hikari Japanese Roots ,Bar-Cafeteria
Telde,Cafe & Te,Bar-Cafeteria
Ingenio,"Primos, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,"Buen Sabor, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburgueseria El Gnomo,Bar-Cafeteria
Las Palmas De Gran Canaria,Spirit Club,Bar-Cafeteria
Las Palmas De Gran Canaria,Abbasid,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburgueseria Tony'S,Bar-Cafeteria
Telde,Makatea Cafe,Bar-Cafeteria
Arucas,Parada 7,Bar-Cafeteria
Santa Lucia De Tirajana,Salon Kasino Max-Vecindario,Bar-Cafeteria
Telde,Mamma Mia,Bar-Cafeteria
Mogan,Z,Bar-Cafeteria
San Bartolome De Tirajana,Pisco Pata Snack,Bar-Cafeteria
Santa Lucia De Tirajana,"Gallo Del Sur, El",Bar-Cafeteria
San Bartolome De Tirajana,Mummola,Bar-Cafeteria
Mogan,Grill J&J,Bar-Cafeteria
San Bartolome De Tirajana,Sparkles,Bar-Cafeteria
San Bartolome De Tirajana,Alibi Cafe Lounge,Bar-Cafeteria
Santa Lucia De Tirajana,La Clave Del Sabor,Bar-Cafeteria
Las Palmas De Gran Canaria,Black Lounge By Johnnie Walker,Bar-Cafeteria
Santa Lucia De Tirajana,"Taberna, La",Bar-Cafeteria
Las Palmas De Gran Canaria,La Milagrosa,Bar-Cafeteria
San Bartolome De Tirajana,Sweet,Bar-Cafeteria
Aguimes,Piscolabis Las Veguetillas,Bar-Cafeteria
Las Palmas De Gran Canaria,"¡Oh, Que Bueno!",Bar-Cafeteria
San Bartolome De Tirajana,Subway,Bar-Cafeteria
La Aldea De San Nicolas,American Burger,Bar-Cafeteria
Las Palmas De Gran Canaria,Pata Mig,Bar-Cafeteria
Santa Lucia De Tirajana,La Yenya,Bar-Cafeteria
Las Palmas De Gran Canaria,Haidao Xiaochu,Bar-Cafeteria
Las Palmas De Gran Canaria,Enyesqueria Maxorata,Bar-Cafeteria
Moya,Punto D' Encuentro,Bar-Cafeteria
San Bartolome De Tirajana,"Pato Loco, El",Bar-Cafeteria
Santa Lucia De Tirajana,L'Oasi Della Pizza,Bar-Cafeteria
San Bartolome De Tirajana,Guama',Bar-Cafeteria
Telde,Noelia,Bar-Cafeteria
Las Palmas De Gran Canaria,Pool Fiction Las Palmas,Bar-Cafeteria
San Bartolome De Tirajana,O' Kebap,Bar-Cafeteria
San Bartolome De Tirajana,"Palapa-Palmitos Park, La",Bar-Cafeteria
San Bartolome De Tirajana,"Aguilario-Palmitos Park, El",Bar-Cafeteria
San Bartolome De Tirajana,Papagayos-Palmitos Park,Bar-Cafeteria
Las Palmas De Gran Canaria,Rompeolas I,Bar-Cafeteria
Las Palmas De Gran Canaria,Dublin Tapas & Drinks,Bar-Cafeteria
Santa Lucia De Tirajana,Bosco Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,La Cecilia De Allende,Bar-Cafeteria
Ingenio,Legendary Bar Cafe,Bar-Cafeteria
Las Palmas De Gran Canaria,Salamanca,Bar-Cafeteria
Las Palmas De Gran Canaria,Gruta Tamarana,Bar-Cafeteria
Arucas,Las Chuletas,Bar-Cafeteria
San Bartolome De Tirajana,Glory Hole Mens Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Barrio Sesamo,Bar-Cafeteria
Santa Lucia De Tirajana,Lagarto'S La Cueva De La Musica,Bar-Cafeteria
Mogan,Salon Recreativo Mogan,Bar-Cafeteria
Las Palmas De Gran Canaria,Llaollao,Bar-Cafeteria
San Bartolome De Tirajana,Club Deportivo Maspalomas,Bar-Cafeteria
Mogan,Burguer El Paff,Bar-Cafeteria
San Bartolome De Tirajana,Gran Doner Kebab,Bar-Cafeteria
Santa Lucia De Tirajana,Sueños De Juventud,Bar-Cafeteria
Las Palmas De Gran Canaria,El Fotingo,Bar-Cafeteria
Santa Lucia De Tirajana,Pepe Chiringo,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,Casa Viera Ii,Bar-Cafeteria
Telde,Amuralla,Bar-Cafeteria
Santa Lucia De Tirajana,Ka' Markos,Bar-Cafeteria
Las Palmas De Gran Canaria,Rockabilly Burger Bar,Bar-Cafeteria
San Bartolome De Tirajana,"Amigos, Los",Bar-Cafeteria
San Bartolome De Tirajana,"Rincon Terraza, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Cool Bar,Bar-Cafeteria
Valsequillo De Gran Canaria,"Piscina, La",Bar-Cafeteria
Telde,Ca' Jonas,Bar-Cafeteria
Santa Brigida,Cafe Railton,Bar-Cafeteria
Las Palmas De Gran Canaria,Para Siempre,Bar-Cafeteria
Mogan,Bistro Salsa,Bar-Cafeteria
Las Palmas De Gran Canaria,Crispy Chicken,Bar-Cafeteria
Las Palmas De Gran Canaria,Abbasid Döner Kebab,Bar-Cafeteria
Valleseco,Lanzarote,Bar-Cafeteria
Las Palmas De Gran Canaria,"Bodegon, El",Bar-Cafeteria
Las Palmas De Gran Canaria,"Peatonal, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Budare Food Cafe,Bar-Cafeteria
Telde,Pizco A Pizco,Bar-Cafeteria
Mogan,Porlamar,Bar-Cafeteria
Agaete,Salsamora,Bar-Cafeteria
San Bartolome De Tirajana,Pasteleria Kokomo,Bar-Cafeteria
Las Palmas De Gran Canaria,Palique,Bar-Cafeteria
Santa Lucia De Tirajana,"Parisina, La",Bar-Cafeteria
Las Palmas De Gran Canaria,"Ruta G.C., La",Bar-Cafeteria
Las Palmas De Gran Canaria,Doner Kebab,Bar-Cafeteria
Aguimes,"Punto Rojo, El",Bar-Cafeteria
Santa Lucia De Tirajana,Makumba,Bar-Cafeteria
Aguimes,Cafe Esterlitzia,Bar-Cafeteria
Santa Lucia De Tirajana,"Rincón Del Búho, El",Bar-Cafeteria
San Bartolome De Tirajana,Bohemian Live,Bar-Cafeteria
Las Palmas De Gran Canaria,Pérez &Amp; Beers Cervecería Y Picoteo,Bar-Cafeteria
Mogan,M & M,Bar-Cafeteria
Las Palmas De Gran Canaria,Cachito Zumeria,Bar-Cafeteria
Santa Lucia De Tirajana,Ca'Antonio,Bar-Cafeteria
Las Palmas De Gran Canaria,Mezclate,Bar-Cafeteria
Las Palmas De Gran Canaria,Scooter'S Pizza Factory,Bar-Cafeteria
Las Palmas De Gran Canaria,Directo A La Mesa,Bar-Cafeteria
Mogan,"Picoteo, El",Bar-Cafeteria
San Bartolome De Tirajana,Parque Del Sur,Bar-Cafeteria
Mogan,Heladeria Bacio,Bar-Cafeteria
Santa Lucia De Tirajana,"Chiquero, El",Bar-Cafeteria
San Bartolome De Tirajana,Magavi,Bar-Cafeteria
Teror,"Caña, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis Mr. Rober,Bar-Cafeteria
Las Palmas De Gran Canaria,Marea Baja,Bar-Cafeteria
Las Palmas De Gran Canaria,Hamburguesería Ca'Andrés,Bar-Cafeteria
Arucas,Piscolabis J.R.,Bar-Cafeteria
Las Palmas De Gran Canaria,Pardo,Bar-Cafeteria
Las Palmas De Gran Canaria,Makai Cafe Brunch,Bar-Cafeteria
Mogan,Heladeria Gelatomania,Bar-Cafeteria
Santa Lucia De Tirajana,Nirvana Cerveceria Cocteleria,Bar-Cafeteria
Aguimes,Musicomedia,Bar-Cafeteria
Galdar,El Trigal,Bar-Cafeteria
Santa Lucia De Tirajana,Cafeteria-Pizzeria El Menduco,Bar-Cafeteria
Las Palmas De Gran Canaria,Asociacion De Vecinos La Suerte,Bar-Cafeteria
San Bartolome De Tirajana,"Tirajanas, Las",Bar-Cafeteria
Agaete,Piscolabis La Cabaña,Bar-Cafeteria
Las Palmas De Gran Canaria,Colomar Pastelerias,Bar-Cafeteria
Las Palmas De Gran Canaria,Colomar Pastelerias,Bar-Cafeteria
Arucas,Luz Marina,Bar-Cafeteria
San Bartolome De Tirajana,Viuda De Franco,Bar-Cafeteria
Galdar,Sofia,Bar-Cafeteria
Las Palmas De Gran Canaria,Y...Tres,Bar-Cafeteria
Telde,Piscolabis Maria,Bar-Cafeteria
Mogan,Roofgarden Lounge & Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Ganesha,Bar-Cafeteria
San Bartolome De Tirajana,Sebastopol,Bar-Cafeteria
Las Palmas De Gran Canaria,Las Hermanas Bochincheras,Bar-Cafeteria
Aguimes,Populacho,Bar-Cafeteria
Mogan,Nirvana,Bar-Cafeteria
Firgas,Nagoal,Bar-Cafeteria
Arucas,El Bulevar,Bar-Cafeteria
Mogan,Mascarade,Bar-Cafeteria
Telde,Pizzería-Piscolabis El Semaforo 2,Bar-Cafeteria
Firgas,Churreria Villa De Firgas,Bar-Cafeteria
Las Palmas De Gran Canaria,"Arrancadilla, La",Bar-Cafeteria
San Bartolome De Tirajana,Casa Lila,Bar-Cafeteria
Telde,Pasteleria Brisa Mar,Bar-Cafeteria
Telde,"Pardilla Burger, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Gelateria Artigianale Italiana Paparazzi,Bar-Cafeteria
Las Palmas De Gran Canaria,Margariita,Bar-Cafeteria
Las Palmas De Gran Canaria,Comida Contenta,Bar-Cafeteria
Las Palmas De Gran Canaria,Piscolabis El Cafetal,Bar-Cafeteria
San Bartolome De Tirajana,Imagine Bar,Bar-Cafeteria
Galdar,Kebab,Bar-Cafeteria
San Bartolome De Tirajana,Ilka'S,Bar-Cafeteria
Mogan,Danneborg,Bar-Cafeteria
Mogan,Piscina Villa Del Mar,Bar-Cafeteria
Las Palmas De Gran Canaria,"Faraon, El",Bar-Cafeteria
Ingenio,Terraza La Candelaria,Bar-Cafeteria
Las Palmas De Gran Canaria,D-Bloom Coffee,Bar-Cafeteria
Las Palmas De Gran Canaria,Calle De Los Gofiones,Bar-Cafeteria
Santa Lucia De Tirajana,Domingo Café,Bar-Cafeteria
Las Palmas De Gran Canaria,Ginger Gin & Cocktail Club,Bar-Cafeteria
Las Palmas De Gran Canaria,Va Por Ti Mamá,Bar-Cafeteria
Las Palmas De Gran Canaria,"Expresso De Vegueta, El",Bar-Cafeteria
Mogan,Discoteca La Bamba,Bar-Cafeteria
San Bartolome De Tirajana,Mojito Sur,Bar-Cafeteria
San Bartolome De Tirajana,Aqua Ocean Club,Bar-Cafeteria
Las Palmas De Gran Canaria,Sentido,Bar-Cafeteria
Mogan,Eric-S Cocktail Bar,Bar-Cafeteria
Santa Lucia De Tirajana,Sin Nombre,Bar-Cafeteria
Arucas,Montaditos El Gusto Es Myo,Bar-Cafeteria
San Bartolome De Tirajana,Full Swap,Bar-Cafeteria
Las Palmas De Gran Canaria,Bolera,Bar-Cafeteria
Las Palmas De Gran Canaria,Adago Gastrobar,Bar-Cafeteria
Mogan,Risco Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,Kopa Las Palmas,Bar-Cafeteria
Aguimes,Piscolabis El Cazador Ii,Bar-Cafeteria
San Bartolome De Tirajana,Claudi'S Und Ralli'S Kneipe,Bar-Cafeteria
San Bartolome De Tirajana,"Ruta, La",Bar-Cafeteria
Telde,Cooperativa De Taxis De Telde,Bar-Cafeteria
Las Palmas De Gran Canaria,Sabores,Bar-Cafeteria
San Bartolome De Tirajana,Swinger Erotic Club El Sapito,Bar-Cafeteria
Telde,Que Guay,Bar-Cafeteria
San Bartolome De Tirajana,Para Ti,Bar-Cafeteria
Las Palmas De Gran Canaria,Puerto Astur,Bar-Cafeteria
San Bartolome De Tirajana,Pikkukuppila,Bar-Cafeteria
Telde,Hakuna Matata,Bar-Cafeteria
Las Palmas De Gran Canaria,Ecuapan,Bar-Cafeteria
Las Palmas De Gran Canaria,El Cucurucho,Bar-Cafeteria
San Bartolome De Tirajana,"Porron, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Rica Arepa,Bar-Cafeteria
Las Palmas De Gran Canaria,Cafeteria Gurie 18,Bar-Cafeteria
Las Palmas De Gran Canaria,Portobello,Bar-Cafeteria
San Bartolome De Tirajana,Antigua Snack Bar,Bar-Cafeteria
San Bartolome De Tirajana,Tamaragua,Bar-Cafeteria
Mogan,"Greco, El",Bar-Cafeteria
Mogan,"Plaza, La",Bar-Cafeteria
San Bartolome De Tirajana,Jardin Dorado,Bar-Cafeteria
Las Palmas De Gran Canaria,Jazmín,Bar-Cafeteria
San Bartolome De Tirajana,Terraza Oasis,Bar-Cafeteria
Las Palmas De Gran Canaria,Hermanos Santana,Bar-Cafeteria
Las Palmas De Gran Canaria,Mastro Pancho,Bar-Cafeteria
Las Palmas De Gran Canaria,"Navarros, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Opera,Bar-Cafeteria
Las Palmas De Gran Canaria,Ca'Benitez,Bar-Cafeteria
Teror,Iris,Bar-Cafeteria
Arucas,"Estacion, La",Bar-Cafeteria
San Bartolome De Tirajana,Blauer Hase,Bar-Cafeteria
Galdar,Piscolabis Platanito'S,Bar-Cafeteria
Las Palmas De Gran Canaria,Paddy´S Anchor,Bar-Cafeteria
Galdar,Pool 8,Bar-Cafeteria
Las Palmas De Gran Canaria,Cumbres Canarias,Bar-Cafeteria
Teror,Mc Floppy,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo R. C. Victoria,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Bingu,Bar-Cafeteria
San Bartolome De Tirajana,Ciao-Ciao,Bar-Cafeteria
Las Palmas De Gran Canaria,Colon,Bar-Cafeteria
Mogan,"Palmera, La",Bar-Cafeteria
Ingenio,Olivares,Bar-Cafeteria
Telde,"Movida, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Café Del Real,Bar-Cafeteria
Las Palmas De Gran Canaria,Avenida 74,Bar-Cafeteria
Telde, Rocky,Bar-Cafeteria
San Bartolome De Tirajana,"Arquitos, Los",Bar-Cafeteria
Las Palmas De Gran Canaria,Happy Coffee,Bar-Cafeteria
Las Palmas De Gran Canaria,Ryo Food,Bar-Cafeteria
San Bartolome De Tirajana,Delfin,Bar-Cafeteria
Santa Maria De Guia De Gran Canaria,"Huertas, Las",Bar-Cafeteria
Las Palmas De Gran Canaria,"Naval, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Pan Comido,Bar-Cafeteria
Las Palmas De Gran Canaria,Astrid,Bar-Cafeteria
Las Palmas De Gran Canaria,Borito,Bar-Cafeteria
Telde,Alejandro,Bar-Cafeteria
Santa Lucia De Tirajana,San Pedro Martir,Bar-Cafeteria
Santa Lucia De Tirajana,Flor Isleña,Bar-Cafeteria
Las Palmas De Gran Canaria,Pomodoro,Bar-Cafeteria
Telde,Cafecito,Bar-Cafeteria
Mogan,Lille Norge Bar &Amp; Cafe,Bar-Cafeteria
San Bartolome De Tirajana,Floras Bar Terras,Bar-Cafeteria
Santa Lucia De Tirajana,"Granja De Pepe, La",Bar-Cafeteria
Santa Lucia De Tirajana,"Jilorio, El",Bar-Cafeteria
San Bartolome De Tirajana,Casa Mani + Cris,Bar-Cafeteria
Arucas,Cardenas,Bar-Cafeteria
Telde,Carmita,Bar-Cafeteria
San Bartolome De Tirajana,Cruce Faro De Maspalomas,Bar-Cafeteria
Telde,La Rotonda,Bar-Cafeteria
Las Palmas De Gran Canaria,Bahia Playa,Bar-Cafeteria
San Bartolome De Tirajana,Dali'S,Bar-Cafeteria
Santa Lucia De Tirajana,La Comisaría Cafetería,Bar-Cafeteria
San Bartolome De Tirajana,Taste & Tapas,Bar-Cafeteria
Santa Lucia De Tirajana,Cerveceria Mconoces,Bar-Cafeteria
Las Palmas De Gran Canaria,Pata Mig Guanarteme,Bar-Cafeteria
Santa Lucia De Tirajana,La Vereda,Bar-Cafeteria
Las Palmas De Gran Canaria,Bocata,Bar-Cafeteria
Mogan,Doñana,Bar-Cafeteria
Las Palmas De Gran Canaria,Venegas,Bar-Cafeteria
Santa Brigida,Botanic,Bar-Cafeteria
Telde,D @ D,Bar-Cafeteria
Aguimes,"Carnero Loco, El",Bar-Cafeteria
Telde,Churreria Bienmesabe,Bar-Cafeteria
Mogan,Jardín Playa Del Cura,Bar-Cafeteria
Las Palmas De Gran Canaria,Santorini,Bar-Cafeteria
San Bartolome De Tirajana,Mama Juana Louge Y Beach Club,Bar-Cafeteria
San Bartolome De Tirajana,Piscopizza,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Amigos Canarios De La Opera,Bar-Cafeteria
San Bartolome De Tirajana,Mercurio I,Bar-Cafeteria
Las Palmas De Gran Canaria,Nuevo Rio,Bar-Cafeteria
Las Palmas De Gran Canaria,"Minilla Pizzeria, La",Bar-Cafeteria
Las Palmas De Gran Canaria,Tapa Mundi-Tapas & Drinks,Bar-Cafeteria
Santa Lucia De Tirajana,Kopa'S Palawan,Bar-Cafeteria
Santa Lucia De Tirajana,Palawan Tropic,Bar-Cafeteria
Santa Lucia De Tirajana,El Buen Gusto (Antes Kalaly),Bar-Cafeteria
Ingenio,Veloty,Bar-Cafeteria
San Bartolome De Tirajana,"Rinconcito Andaluz, El",Bar-Cafeteria
San Bartolome De Tirajana,Lantigua,Bar-Cafeteria
Santa Lucia De Tirajana,Ca' Paco,Bar-Cafeteria
Las Palmas De Gran Canaria,Pablo'S Escoburger,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo La Ballena,Bar-Cafeteria
Mogan,Snack Costa De Mogan,Bar-Cafeteria
Ingenio,La Jurada,Bar-Cafeteria
Santa Lucia De Tirajana,Paredilla,Bar-Cafeteria
Telde,"Fronton, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Circulo Mercantil,Bar-Cafeteria
Mogan,Center,Bar-Cafeteria
San Bartolome De Tirajana,The Harrow,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Gran Paris,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Triana,Bar-Cafeteria
Telde,Miramar,Bar-Cafeteria
Telde,"Bosque Encantado, El",Bar-Cafeteria
San Bartolome De Tirajana,Cafe Moin Moin,Bar-Cafeteria
Arucas,Polideportivo,Bar-Cafeteria
Las Palmas De Gran Canaria,Granier ,Bar-Cafeteria
Telde,Bingo Ciudad De Telde,Bar-Cafeteria
Santa Lucia De Tirajana,Bingo La Ciel,Bar-Cafeteria
San Bartolome De Tirajana,Templo Del Buda,Bar-Cafeteria
Telde,Elpepe,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Imperial Playa,Bar-Cafeteria
Las Palmas De Gran Canaria,Bingo Auditorio,Bar-Cafeteria
Mogan,Casa Oliva,Bar-Cafeteria
Mogan,On The Rocks,Bar-Cafeteria
San Bartolome De Tirajana,Love And Hate Tatoo Bar,Bar-Cafeteria
Las Palmas De Gran Canaria,"Vegas, Las",Bar-Cafeteria
Aguimes,Pizzeria Milan,Bar-Cafeteria
Mogan,Blue Star,Bar-Cafeteria
Las Palmas De Gran Canaria,"Pirata, El",Bar-Cafeteria
Las Palmas De Gran Canaria,Cash Diplo,Bar-Cafeteria
Santa Lucia De Tirajana,El Taro,Bar-Cafeteria
Santa Lucia De Tirajana,Kalally,Bar-Cafeteria
San Bartolome De Tirajana,Time,Bar-Cafeteria
Santa Lucia De Tirajana,Mc Feeling Boulevard,Bar-Cafeteria
Las Palmas De Gran Canaria,2 Balcones,Bar-Cafeteria
Las Palmas De Gran Canaria,"Canaria, La",Bar-Cafeteria
