fid,etiqueta,granularidad,cod_tipocat,cod_tipo,nom_tipo,cod_categor,nom_categor,gcd_isla,nom_isla,gcd_entitur,nom_entitur,gcd_nucltur,nom_nucltur,gcd_municipio,nom_municipio,direccion,num_habitaciones,num_plazas,longitud,latitud,geohash,utm_x,utm_y
994,APARTAMENTOS EL GRECO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,CALLE DORESTE Y MOLINA 38,79,252,-15.714934,27.785321,esuy46htpr,429566.03,3073626.5
1005,APARTAMENTOS PUERTO BELLO,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE TASARTICO, 6",57,171,-15.71363,27.788861,esuy46v9vg,429696.78,3074017.91
1016,APARTAMENTOS PUNTA DEL REY,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"MOGAN, 42",127,254,-15.716583,27.784108,esuy43gw1j,429402.78,3073493.08
1027,APARTAMENTOS ROCAMAR,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE LA CORNISA, 14",54,166,-15.711463,27.791772,esuy47r6b3,429912.13,3074339.14
1038,APARTAMENTOS MONTEBELLO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA CORNISA, 5",114,364,-15.711525,27.790923,esuy47pjyg,429905.48,3074245.12
1049,APARTAMENTOS CANAIMA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE LOS CARDONES, 1",70,150,-15.710117,27.79299,esuy4e81zs,430045.51,3074473.3
1060,APARTAMENTOS PARQUE RAQUEL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE LAS PALMERAS, 13",16,64,-15.709229,27.791791,esuy4e2fum,430132.23,3074339.97
1071,APARTAMENTOS PALMASOL,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE FUERTEVENTURA, 11",8,40,-15.70993,27.785692,esuy4d0rkh,430059.26,3073664.74
1082,APARTAMENTOS SOLANA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA DE LOS CARDONES, 2",34,102,-15.70971,27.793038,esuy4e8d1j,430085.64,3074478.38
1094,APARTHOTEL LARA,ALOJAMIENTOS,H3,5510_L1,Hotel,3,3 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"CALLE TIMANFAYA, Nş 15",44,88,-15.716382,27.790871,esuy475ttc,429426.95,3074242.14
1105,APARTAMENTOS J.B.,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,AVENIDA DE LA CORNISA,35,70,-15.714908,27.787885,esuy46su0j,429570.24,3073910.52
1116,APARTAMENTOS DOŃA ELVIRA,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA GRAN CANARIA, 30",43,92,-15.705476,27.792798,esuy4ee8gc,430502.59,3074449.39
1127,APARTAMENTOS MONTE PARAISO,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"CALLE ISLA DE LOBOS, 2",49,147,-15.714814,27.789433,esuy46uv4m,429580.5,3074081.95
1138,APARTAMENTOS PUERTO PRINCIPE,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"CALLE VENEGUERA, 7",12,24,-15.715894,27.78622,esuy46k43n,429472.03,3073726.64
1149,HOTEL IG NACHOSOL ATLANTIC,ALOJAMIENTOS,H4,5510_L1,Hotel,4,4 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE FUERTEVENTURA, 15",86,172,-15.710245,27.784965,esuy4d05hu,430027.76,3073584.39
1160,APARTAMENTOS MARINA BAYVIEW,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"AVENIDA GUAYADEQUE, 3 BARRANCO AGUA LA PERRA",113,226,-15.709333,27.784179,esuy49byd4,430117.11,3073496.8
1171,APARTAMENTOS EDEN BUGANVILLA,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"CALLE ROQUE DE LOS MUCHACHOS, 1",154,402,-15.716039,27.791611,esuy477cve,429461.22,3074323.92
1182,APARTAMENTOS OCEAN HILL,ALOJAMIENTOS,A2,5510_L6,Apartamentos,2,2 Estrellas,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B14,Amadores,35012,Mogán,"AVENIDA DE LA CORNISA, 19",156,468,-15.71824,27.788926,esuy46f64r,429242.65,3074027.75
1193,APARTAMENTOS PEŃAMAR TOUR,ALOJAMIENTOS,A1,5510_L6,Apartamentos,1,1 Estrella,ES705,Gran Canaria,ES705B1,Mogán turístico,ES705B15,Puerto Rico,35012,Mogán,"CALLE BENTAYGA, 65 BARRANCO AGUA LA PERRA",27,54,-15.704363,27.78523,esuy4dhkty,430607.43,3073610.41
,Los Mojones Artenara,ALOJAMIENTOS,,,Vivienda vacacional,,,ES705,Gran Canaria,,,,,,Artenara,,,,,,,,
,Acoran Family Guest House,ALOJAMIENTOS,,,Casa de huéspedes,,,ES705,Gran Canaria,,,,,,Firgas,,,,,,,,
,Dreamsea Boutique Experience,ALOJAMIENTOS,,,Hotel Boutique,,,ES705,Gran Canaria,,,,,,Moya,,,,,,,,
,La Casita de Abuela Paula,ALOJAMIENTOS,,,Casa Rural,,,ES705,Gran Canaria,,,,,,Valleseco,,,,,,,,
,Hotel El Pino,ALOJAMIENTOS,,,Hotel,,,ES705,Gran Canaria,,,,,,Teror,,,,,,,,
,Casa Verde de Guía,ALOJAMIENTOS,,,Casa Rural,,,ES705,Gran Canaria,,,,,,Santa María de Guía,,,,,,,,
,La Vedette Villa Margarita,ALOJAMIENTOS,,,Villa vacacional,,,ES705,Gran Canaria,,,,,,Valsequillo,,,,,,,,
,Villa Néstor,ALOJAMIENTOS,,,Bed & Breakfast,,,ES705,Gran Canaria,,,,,,Ingenio,,,,,,,,
,Hotel Rural La Hacienda del Buen Suceso,ALOJAMIENTOS,,,Hotel Rural,,,ES705,Gran Canaria,,,,,,Arucas,,,,,,,,
,Hotel Rural Las Calas,ALOJAMIENTOS,,,Hotel Rural,,,ES705,Gran Canaria,,,,,,Vega de San Mateo,,,,,,,,
,Casa Rural El Pajar de Miguel Velázquez,ALOJAMIENTOS,,,Casa Rural,,,ES705,Gran Canaria,,,,,,Vega de San Mateo,,,,,,,,
